ASU_Acar ID	NCBI Gene ID	NCBI Gene Symbol	Ensembl Gene ID	Ensembl Gene Name	RefSeq Gene Description from Blast2GO matches
ASU_Acar_G.10329	-	-	-	-	PREDICTED: hypothetical protein LOC100557673
ASU_Acar_G.1033	100552636	LOC100552636	ENSACAG00000002589	PLCD4	-
ASU_Acar_G.10330	-	-	-	-	proto-oncogene c-rel-like
ASU_Acar_G.10331	100565511	uba6	ENSACAG00000013037	UBA6	-
ASU_Acar_G.10332	100552334	LOC100552334	ENSACAG00000009819	-	-
ASU_Acar_G.10333	100560977	LOC100560977	ENSACAG00000009771	-	-
ASU_Acar_G.10334	100553649	LOC100553649	ENSACAG00000011391	MTHFD2L	-
ASU_Acar_G.10335	100559198	LOC100559198	ENSACAG00000003142	-	-
ASU_Acar_G.10336	100558683	mrc2	ENSACAG00000013359	MRC2	-
ASU_Acar_G.10337	-	-	-	-	PREDICTED: neurexophilin-3-like
ASU_Acar_G.10338	100552465	LOC100552465	ENSACAG00000006879	GUK1	-
ASU_Acar_G.10339	100555275	LOC100555275	ENSACAG00000016391	ACBD7	-
ASU_Acar_G.1034	100556034	LOC100556034	ENSACAG00000012457	NT5DC1	-
ASU_Acar_G.10340	100564525	LOC100564525	ENSACAG00000012815	ISPD	-
ASU_Acar_G.10341	100552268	LOC100552268	ENSACAG00000006876	GJC2	-
ASU_Acar_G.10342	100552073	LOC100552073	ENSACAG00000009518	GORASP1	-
ASU_Acar_G.10343	100567922	LOC100567922	ENSACAG00000008676	PDCD6	-
ASU_Acar_G.10344	100552398	LOC100552398	ENSACAG00000006311	UBE2Z	-
ASU_Acar_G.10345	100564990	grb10	ENSACAG00000008430	GRB10	-
ASU_Acar_G.10346	100558286	tanc2	ENSACAG00000023662	-	-
ASU_Acar_G.10347	100567266	LOC100567266	ENSACAG00000005221	PLCD1	-
ASU_Acar_G.10348	100553381	mios	ENSACAG00000013133	MIOS	-
ASU_Acar_G.10349	100555277	LOC100555277	ENSACAG00000013050	ARHGAP27	-
ASU_Acar_G.1035	100553420	LOC100553420	-	-	-
ASU_Acar_G.10350	100567005	LOC100567005	ENSACAG00000008717	PTF1A	-
ASU_Acar_G.10351	100557034	LOC100557034	ENSACAG00000012536	FZD2	-
ASU_Acar_G.10352	-	-	-	-	-
ASU_Acar_G.10353	100563936	LOC100563936	ENSACAG00000012124	SHANK1	-
ASU_Acar_G.10354	100566107	LOC100566107	ENSACAG00000011804	TMEM196	-
ASU_Acar_G.10355	-	-	ENSACAG00000017163	C17orf53	-
ASU_Acar_G.10356	100561179	LOC100561179	-	-	-
ASU_Acar_G.10357	100554235	LOC100554235	-	-	-
ASU_Acar_G.10358	100565119	LOC100565119	ENSACAG00000014409	RAMP2	-
ASU_Acar_G.10359	100566882	LOC100566882	ENSACAG00000012989	RDM1	-
ASU_Acar_G.1036	-	-	-	-	PREDICTED: hypothetical protein LOC100566709
ASU_Acar_G.10360	100551941	LOC100551941	ENSACAG00000009799	ZNF830	-
ASU_Acar_G.10361	100556396	tlk2	ENSACAG00000016868	TLK2	-
ASU_Acar_G.10362	100562825	LOC100562825	-	-	-
ASU_Acar_G.10363	100561645	LOC100561645	ENSACAG00000002516	-	-
ASU_Acar_G.10364	100567791	LOC100567791	ENSACAG00000006556	SNX11	-
ASU_Acar_G.10365	-	-	-	-	-
ASU_Acar_G.10366	-	-	-	-	gag-pol polyprotein
ASU_Acar_G.10367	-	-	-	-	rna-directed dna polymerase from mobile element jockey-like
ASU_Acar_G.10368	-	-	-	-	-
ASU_Acar_G.10369	100558348	rundc3a	ENSACAG00000017290	RUNDC3A	-
ASU_Acar_G.1037	-	-	-	-	zinc finger protein 135-like
ASU_Acar_G.10370	100556394	LOC100556394	ENSACAG00000007836	PLCL2	-
ASU_Acar_G.10371	100555274	LOC100555274	-	-	-
ASU_Acar_G.10372	100557103	LOC100557103	ENSACAG00000009458	AVL9	-
ASU_Acar_G.10373	100565313	LOC100565313	-	-	-
ASU_Acar_G.10374	-	-	-	-	ig kappa chain v-iii region pc 2154-like
ASU_Acar_G.10375	100567080	LOC100567080	-	-	-
ASU_Acar_G.10376	-	-	-	-	PREDICTED: hypothetical protein LOC100710874
ASU_Acar_G.10377	100560386	LOC100560386	ENSACAG00000013695	SGCE	-
ASU_Acar_G.10378	100566685	LOC100566685	ENSACAG00000006899	C1orf35	-
ASU_Acar_G.10379	100557032	LOC100557032	ENSACAG00000011035	RBM33	-
ASU_Acar_G.1038	100560421	LOC100560421	ENSACAG00000014108	-	-
ASU_Acar_G.10380	-	-	ENSACAG00000026083	C17orf72	-
ASU_Acar_G.10381	100555475	LOC100555475	ENSACAG00000017605	RALA	-
ASU_Acar_G.10382	100555075	lmbr1	ENSACAG00000011102	LMBR1	-
ASU_Acar_G.10383	-	-	-	-	-
ASU_Acar_G.10384	100552663	trip13	ENSACAG00000009324	TRIP13	-
ASU_Acar_G.10385	100568182	LOC100568182	ENSACAG00000009219	-	-
ASU_Acar_G.10386	100556645	LOC100556645	ENSACAG00000012551	CCDC43	-
ASU_Acar_G.10387	100566945	LOC100566945	ENSACAG00000017960	-	-
ASU_Acar_G.10388	100553126	LOC100553126	ENSACAG00000006933	FRRS1L	-
ASU_Acar_G.10389	-	-	-	-	polymerase i and transcript release factor-like
ASU_Acar_G.1039	100563192	LOC100563192	ENSACAG00000017700	FAM184A	-
ASU_Acar_G.10390	100551877	LOC100551877	ENSACAG00000008543	ENKUR	-
ASU_Acar_G.10391	-	-	-	-	-
ASU_Acar_G.10392	100567006	LOC100567006	ENSACAG00000004618	LSM12	-
ASU_Acar_G.10393	100551942	LOC100551942	ENSACAG00000006762	PRR15L	-
ASU_Acar_G.10394	100562561	LOC100562561	ENSACAG00000016998	-	-
ASU_Acar_G.10395	100560462	LOC100560462	ENSACAG00000017597	-	-
ASU_Acar_G.10396	100555076	LOC100555076	ENSACAG00000013615	ARL4A	-
ASU_Acar_G.10397	100554821	myo1d	ENSACAG00000016324	MYO1D	-
ASU_Acar_G.10398	-	-	-	-	-
ASU_Acar_G.10399	-	-	-	-	-
ASU_Acar_G.104	-	-	-	-	PREDICTED: uncharacterized protein LOC424199
ASU_Acar_G.1040	100564167	LOC100564167	ENSACAG00000004962	MYOM2	-
ASU_Acar_G.10400	100563545	LOC100563545	ENSACAG00000012085	LRRC4B	-
ASU_Acar_G.10401	100563471	armc4	ENSACAG00000007785	ARMC4	-
ASU_Acar_G.10402	-	-	-	-	retrotransposable element tf2 155 kda protein type 1-like
ASU_Acar_G.10403	100551876	LOC100551876	ENSACAG00000006809	-	-
ASU_Acar_G.10404	-	-	-	-	gasdermin partial
ASU_Acar_G.10405	100568248	LOC100568248	ENSACAG00000013068	NFE2L3	-
ASU_Acar_G.10406	100553579	LOC100553579	ENSACAG00000004992	FAM117A	-
ASU_Acar_G.10407	100552138	LOC100552138	ENSACAG00000013892	WNK4	-
ASU_Acar_G.10408	-	-	-	-	PREDICTED: hypothetical protein LOC561780
ASU_Acar_G.10409	100562031	lancl2	ENSACAG00000017463	LANCL2	-
ASU_Acar_G.1041	-	-	-	-	rna-directed dna polymerase from mobile element jockey-like
ASU_Acar_G.10410	100551545	LOC100551545	ENSACAG00000009576	SDHA	-
ASU_Acar_G.10411	100554301	LOC100554301	ENSACAG00000013303	TMEM106A	-
ASU_Acar_G.10412	100563670	LOC100563670	-	-	-
ASU_Acar_G.10413	-	-	-	-	PREDICTED: uncharacterized protein LOC771713
ASU_Acar_G.10414	100563350	LOC100563350	ENSACAG00000012061	ASPDH	-
ASU_Acar_G.10415	100558743	LOC100558743	ENSACAG00000006831	SP6	-
ASU_Acar_G.10416	-	-	-	-	PREDICTED: semaphorin-3D-like
ASU_Acar_G.10417	100564728	LOC100564728	ENSACAG00000005025	KAT7	-
ASU_Acar_G.10418	-	-	ENSACAG00000001748	ASTE1	-
ASU_Acar_G.10419	100562883	map3k8	ENSACAG00000007522	MAP3K8	-
ASU_Acar_G.1042	100561008	LOC100561008	ENSACAG00000009141	RIN3	-
ASU_Acar_G.10420	100568050	LOC100568050	ENSACAG00000013285	GNG11	-
ASU_Acar_G.10421	100565318	LOC100565318	ENSACAG00000023160	SGCA	-
ASU_Acar_G.10422	-	-	-	-	group xv phospholipase a2-like
ASU_Acar_G.10423	100566879	LOC100566879	-	-	-
ASU_Acar_G.10424	-	-	-	-	PREDICTED: mucin-12-like
ASU_Acar_G.10425	100562289	epc1	ENSACAG00000007015	EPC1	-
ASU_Acar_G.10426	100564394	LOC100564394	ENSACAG00000017470	BLVRA	-
ASU_Acar_G.10427	100558153	LOC100558153	-	-	-
ASU_Acar_G.10428	100559670	LOC100559670	-	-	-
ASU_Acar_G.10429	100564923	LOC100564923	ENSACAG00000012640	TSPAN13	-
ASU_Acar_G.1043	100561869	LOC100561869	ENSACAG00000014142	ASIC4	-
ASU_Acar_G.10430	100559004	ccdc132	ENSACAG00000012934	CCDC132	-
ASU_Acar_G.10431	-	-	-	-	PREDICTED: synaptotagmin-C-like
ASU_Acar_G.10432	100558611	LOC100558611	ENSACAG00000012901	-	-
ASU_Acar_G.10433	-	-	-	-	-
ASU_Acar_G.10434	-	-	ENSACAG00000007626	FAM187A	-
ASU_Acar_G.10435	100556589	LOC100556589	ENSACAG00000012810	SOSTDC1	-
ASU_Acar_G.10436	-	-	-	-	PREDICTED: hypothetical protein LOC100561123
ASU_Acar_G.10437	100559667	LOC100559667	ENSACAG00000002580	CAPN7	-
ASU_Acar_G.10438	100563611	LOC100563611	ENSACAG00000026629	CHST14	-
ASU_Acar_G.10439	100556838	LOC100556838	ENSACAG00000011000	CNPY1	-
ASU_Acar_G.1044	-	-	-	-	progesterone receptor-like
ASU_Acar_G.10440	100567528	LOC100567528	ENSACAG00000008236	IKZF1	-
ASU_Acar_G.10441	-	-	-	-	-
ASU_Acar_G.10442	-	-	-	-	-
ASU_Acar_G.10443	100552396	LOC100552396	ENSACAG00000005626	NSUN6	-
ASU_Acar_G.10444	100557957	LOC100557957	ENSACAG00000017177	TMUB2	-
ASU_Acar_G.10445	-	-	-	-	-
ASU_Acar_G.10446	100565117	LOC100565117	ENSACAG00000006787	CCDC13	-
ASU_Acar_G.10447	100558482	LOC100558482	ENSACAG00000013343	MARCH10	-
ASU_Acar_G.10448	100565712	LOC100565712	ENSACAG00000013311	KCNA7	-
ASU_Acar_G.10449	100560519	LOC100560519	ENSACAG00000002239	WDR60	-
ASU_Acar_G.1045	-	-	-	-	storkhead-box protein 1-like
ASU_Acar_G.10450	-	-	-	-	rna-binding protein raly-like
ASU_Acar_G.10451	100562953	LOC100562953	ENSACAG00000005591	-	-
ASU_Acar_G.10452	100559866	pik3r4	ENSACAG00000002333	PIK3R4	-
ASU_Acar_G.10453	-	-	-	-	PREDICTED: hypothetical protein LOC100707133
ASU_Acar_G.10454	100566495	LOC100566495	ENSACAG00000006874	IBA57	-
ASU_Acar_G.10455	100564924	LOC100564924	ENSACAG00000013719	PSMC3IP	-
ASU_Acar_G.10456	100552662	LOC100552662	ENSACAG00000006897	MRPL55	-
ASU_Acar_G.10457	100554626	LOC100554626	-	-	-
ASU_Acar_G.10458	-	-	-	-	PREDICTED: hypothetical protein LOC100707133
ASU_Acar_G.10459	100566621	LOC100566621	ENSACAG00000024220	-	-
ASU_Acar_G.1046	100562331	dusp8	ENSACAG00000009286	DUSP8	-
ASU_Acar_G.10460	100552664	LOC100552664	ENSACAG00000002361	-	-
ASU_Acar_G.10461	100553449	LOC100553449	ENSACAG00000023256	-	-
ASU_Acar_G.10462	100563023	LOC100563023	-	-	-
ASU_Acar_G.10463	-	-	-	-	PREDICTED: hypothetical protein LOC100707133
ASU_Acar_G.10464	100564724	LOC100564724	ENSACAG00000006735	-	-
ASU_Acar_G.10465	100553917	LOC100553917	ENSACAG00000013179	GLCCI1	-
ASU_Acar_G.10466	-	-	-	-	storkhead-box protein 1-like
ASU_Acar_G.10467	100556451	LOC100556451	-	-	-
ASU_Acar_G.10468	-	-	-	-	-
ASU_Acar_G.10469	100565909	LOC100565909	ENSACAG00000017936	ATP6V0A1	-
ASU_Acar_G.1047	-	-	-	-	-
ASU_Acar_G.10470	100556197	itga9	ENSACAG00000009703	ITGA9	-
ASU_Acar_G.10471	100566111	LOC100566111	ENSACAG00000004972	MPP2	-
ASU_Acar_G.10472	-	-	-	-	-
ASU_Acar_G.10473	100567724	LOC100567724	ENSACAG00000008565	EXOC3	-
ASU_Acar_G.10474	-	-	-	-	-
ASU_Acar_G.10475	100557105	LOC100557105	-	-	-
ASU_Acar_G.10476	100558610	dip2c	ENSACAG00000002493	-	-
ASU_Acar_G.10477	100562882	LOC100562882	ENSACAG00000016689	RSU1	-
ASU_Acar_G.10478	100568116	LOC100568116	ENSACAG00000006887	LRRC46	-
ASU_Acar_G.10479	100561891	pard3	ENSACAG00000000686	PARD3	-
ASU_Acar_G.1048	100564495	LOC100564495	ENSACAG00000005053	SEMA5B	-
ASU_Acar_G.10480	100562686	LOC100562686	ENSACAG00000001904	TOP2A	-
ASU_Acar_G.10481	100557176	LOC100557176	-	-	-
ASU_Acar_G.10482	-	-	ENSACAG00000006871	-	-
ASU_Acar_G.10483	100566811	LOC100566811	ENSACAG00000008706	C10orf67	-
ASU_Acar_G.10484	100564725	LOC100564725	ENSACAG00000012646	BZW2	-
ASU_Acar_G.10485	100559399	LOC100559399	ENSACAG00000003155	WDR37	-
ASU_Acar_G.10486	100337540	siat8f	ENSACAG00000005223	A5I882_ANOCA	-
ASU_Acar_G.10487	-	-	-	-	-
ASU_Acar_G.10488	-	-	-	-	gag protein
ASU_Acar_G.10489	100567204	LOC100567204	ENSACAG00000004207	HDAC5	-
ASU_Acar_G.1049	100568158	LOC100568158	ENSACAG00000016434	ZC3H13	-
ASU_Acar_G.10490	100560190	map3k14	ENSACAG00000016433	-	-
ASU_Acar_G.10491	100568247	LOC100568247	ENSACAG00000013288	BET1	-
ASU_Acar_G.10492	100553717	mrc1l1	ENSACAG00000005361	-	-
ASU_Acar_G.10493	100567594	LOC100567594	ENSACAG00000023169	BMI1	-
ASU_Acar_G.10494	100563610	LOC100563610	ENSACAG00000000311	-	-
ASU_Acar_G.10495	100558612	LOC100558612	-	-	-
ASU_Acar_G.10496	100564592	LOC100564592	ENSACAG00000017387	SEC61G	-
ASU_Acar_G.10497	-	-	-	-	-
ASU_Acar_G.10498	100555931	mpp3	ENSACAG00000004676	MPP3	-
ASU_Acar_G.10499	100554689	LOC100554689	ENSACAG00000024415	-	-
ASU_Acar_G.105	100565882	lama4	ENSACAG00000027915	-	-
ASU_Acar_G.1050	-	-	-	-	-
ASU_Acar_G.10500	100554362	LOC100554362	ENSACAG00000005026	-	-
ASU_Acar_G.10501	100562685	LOC100562685	ENSACAG00000007513	MTPAP	-
ASU_Acar_G.10502	100564728	LOC100564728	ENSACAG00000005025	KAT7	-
ASU_Acar_G.10503	-	-	-	-	gastrin cholecystokinin-like peptide-like
ASU_Acar_G.10504	-	-	-	-	-
ASU_Acar_G.10505	100553061	xylb	ENSACAG00000012183	XYLB	-
ASU_Acar_G.10506	100568251	LOC100568251	ENSACAG00000016160	IGFBP4	-
ASU_Acar_G.10507	-	-	-	-	storkhead-box protein 1-like
ASU_Acar_G.10508	100555613	plcl2	ENSACAG00000017953	-	-
ASU_Acar_G.10509	100557235	itga2b	ENSACAG00000012258	ITGA2B	-
ASU_Acar_G.1051	100553819	LOC100553819	ENSACAG00000001349	-	-
ASU_Acar_G.10510	100559201	ppfia3	ENSACAG00000013088	PPFIA3	-
ASU_Acar_G.10511	-	-	-	-	-
ASU_Acar_G.10512	100567858	LOC100567858	ENSACAG00000007512	KIAA1462	-
ASU_Acar_G.10513	100562159	LOC100562159	ENSACAG00000005120	-	-
ASU_Acar_G.10514	100560388	LOC100560388	ENSACAG00000016489	FMNL1	-
ASU_Acar_G.10515	100559003	gtpbp4	ENSACAG00000002943	GTPBP4	-
ASU_Acar_G.10516	100563025	LOC100563025	ENSACAG00000011776	IMMT	-
ASU_Acar_G.10517	100558411	zmynd11	ENSACAG00000002297	-	-
ASU_Acar_G.10518	100567986	LOC100567986	ENSACAG00000006529	-	-
ASU_Acar_G.10519	100568052	thnsl2	ENSACAG00000008423	THNSL2	-
ASU_Acar_G.1052	100563450	LOC100563450	ENSACAG00000002083	MEIS1	-
ASU_Acar_G.10520	-	-	-	-	rna-directed dna polymerase from mobile element jockey-like
ASU_Acar_G.10521	100561373	LOC100561373	ENSACAG00000024540	-	-
ASU_Acar_G.10522	100555805	LOC100555805	ENSACAG00000016741	RPRML	-
ASU_Acar_G.10523	100565510	LOC100565510	ENSACAG00000011830	-	-
ASU_Acar_G.10524	100563412	nphp3	ENSACAG00000000328	NPHP3	-
ASU_Acar_G.10525	100562161	cdc6	ENSACAG00000002503	CDC6	-
ASU_Acar_G.10526	100555610	LOC100555610	ENSACAG00000000014	SGOL1	-
ASU_Acar_G.10527	-	-	-	-	PREDICTED: hypothetical protein LOC100491493
ASU_Acar_G.10528	-	-	-	-	-
ASU_Acar_G.10529	100558805	LOC100558805	ENSACAG00000002858	LARP4B	-
ASU_Acar_G.1053	100563448	LOC100563448	ENSACAG00000000061	LDHA	-
ASU_Acar_G.10530	100552397	LOC100552397	-	-	-
ASU_Acar_G.10531	100567595	LOC100567595	ENSACAG00000006651	COPZ2	-
ASU_Acar_G.10532	100557302	LOC100557302	ENSACAG00000003879	ARL5C	-
ASU_Acar_G.10533	100561963	LOC100561963	-	-	-
ASU_Acar_G.10534	-	-	-	-	-
ASU_Acar_G.10535	-	-	-	-	-
ASU_Acar_G.10536	100567662	LOC100567662	ENSACAG00000008598	CDKL2	-
ASU_Acar_G.10537	-	-	-	-	protein ltv1 homolog
ASU_Acar_G.10538	100567659	LOC100567659	ENSACAG00000005808	-	-
ASU_Acar_G.10539	100555668	LOC100555668	ENSACAG00000016115	RUNDC3B	-
ASU_Acar_G.1054	100564496	LOC100564496	-	-	-
ASU_Acar_G.10540	-	-	-	-	-
ASU_Acar_G.10541	-	-	-	-	-
ASU_Acar_G.10542	100556254	adam22	ENSACAG00000015990	ADAM22	-
ASU_Acar_G.10543	100559599	LOC100559599	ENSACAG00000013276	SNRNP70	-
ASU_Acar_G.10544	100559200	LOC100559200	ENSACAG00000007348	NMT1	-
ASU_Acar_G.10545	100564855	LOC100564855	-	-	-
ASU_Acar_G.10546	100552335	LOC100552335	ENSACAG00000013687	-	-
ASU_Acar_G.10547	100567594	LOC100567594	-	-	-
ASU_Acar_G.10548	-	-	-	-	PREDICTED: hypothetical protein LOC100563667
ASU_Acar_G.10549	100564131	LOC100564131	ENSACAG00000017346	KANSL1	-
ASU_Acar_G.1055	100564764	LOC100564764	ENSACAG00000001696	GNG4	-
ASU_Acar_G.10550	100560978	pdk4	ENSACAG00000014020	PDK4	-
ASU_Acar_G.10551	100560658	psmd3	ENSACAG00000003160	PSMD3	-
ASU_Acar_G.10552	100552137	LOC100552137	ENSACAG00000007341	SEPT7	-
ASU_Acar_G.10553	100562434	LOC100562434	ENSACAG00000002303	RPIA	-
ASU_Acar_G.10554	100561769	LOC100561769	ENSACAG00000016919	ZNF385C	-
ASU_Acar_G.10555	-	-	-	-	serine threonine-protein kinase 17a-like
ASU_Acar_G.10556	100567077	LOC100567077	ENSACAG00000014038	RAPGEF5	-
ASU_Acar_G.10557	100565121	LOC100565121	ENSACAG00000023742	-	-
ASU_Acar_G.10558	-	-	-	-	-
ASU_Acar_G.10559	100562365	LOC100562365	ENSACAG00000002413	RARA	-
ASU_Acar_G.1056	100557999	LOC100557999	ENSACAG00000000767	DPY30	-
ASU_Acar_G.10560	100552270	LOC100552270	ENSACAG00000015988	-	-
ASU_Acar_G.10561	100561051	LOC100561051	ENSACAG00000013069	NPVF	-
ASU_Acar_G.10562	-	-	-	-	uhrf1-binding protein 1-like
ASU_Acar_G.10563	100559869	LOC100559869	ENSACAG00000003751	PGAP3	-
ASU_Acar_G.10564	100557504	LOC100557504	ENSACAG00000003812	PLXDC1	-
ASU_Acar_G.10565	100556519	LOC100556519	ENSACAG00000011471	-	-
ASU_Acar_G.10566	100559794	LOC100559794	-	-	-
ASU_Acar_G.10567	100559073	LOC100559073	ENSACAG00000002891	C7orf41	-
ASU_Acar_G.10568	-	-	-	-	PREDICTED: hypothetical protein LOC100485130
ASU_Acar_G.10569	100562160	LOC100562160	ENSACAG00000013040	C1GALT1	-
ASU_Acar_G.1057	100560021	LOC100560021	-	-	-
ASU_Acar_G.10570	100563541	LOC100563541	ENSACAG00000005775	FAM188B	-
ASU_Acar_G.10571	-	-	-	-	-
ASU_Acar_G.10572	-	-	-	-	PREDICTED: hypothetical protein LOC100560777
ASU_Acar_G.10573	100559991	LOC100559991	ENSACAG00000013301	COL1A2	-
ASU_Acar_G.10574	100560385	LOC100560385	-	-	-
ASU_Acar_G.10575	100562366	LOC100562366	ENSACAG00000016984	CNP	-
ASU_Acar_G.10576	-	-	-	-	-
ASU_Acar_G.10577	100562232	LOC100562232	-	-	-
ASU_Acar_G.10578	100566108	LOC100566108	ENSACAG00000008102	TNS3	-
ASU_Acar_G.10579	100551879	LOC100551879	-	-	-
ASU_Acar_G.1058	-	-	-	-	tripartite motif-containing protein 69-like
ASU_Acar_G.10580	100551611	nebl	ENSACAG00000009235	NEBL	-
ASU_Acar_G.10581	100565513	stard3	ENSACAG00000003820	-	-
ASU_Acar_G.10582	-	-	ENSACAG00000017919	-	-
ASU_Acar_G.10583	-	-	ENSACAG00000013649	-	-
ASU_Acar_G.10584	100564454	LOC100564454	ENSACAG00000015915	-	-
ASU_Acar_G.10585	100555611	mlh1	ENSACAG00000010048	MLH1	-
ASU_Acar_G.10586	100554687	LOC100554687	ENSACAG00000010997	INSIG1	-
ASU_Acar_G.10587	-	-	-	-	-
ASU_Acar_G.10588	100562559	LOC100562559	ENSACAG00000005539	CTDSPL	-
ASU_Acar_G.10589	100563157	LOC100563157	-	-	-
ASU_Acar_G.1059	100558125	LOC100558125	ENSACAG00000010774	ADCY5	-
ASU_Acar_G.10590	100567725	LOC100567725	ENSACAG00000009421	TPPP	-
ASU_Acar_G.10591	-	-	ENSACAG00000023986	C17orf57	-
ASU_Acar_G.10592	100554169	LOC100554169	ENSACAG00000007784	RFTN1	-
ASU_Acar_G.10593	100567468	LOC100567468	ENSACAG00000013955	RRAS	-
ASU_Acar_G.10594	100559272	LOC100559272	ENSACAG00000013855	CCR10	-
ASU_Acar_G.10595	100554628	LOC100554628	ENSACAG00000017907	-	-
ASU_Acar_G.10596	100557629	LOC100557629	ENSACAG00000012130	GRN	-
ASU_Acar_G.10597	100556910	LOC100556910	ENSACAG00000003901	-	-
ASU_Acar_G.10598	100563933	LOC100563933	ENSACAG00000008193	GAD2	-
ASU_Acar_G.10599	100565319	LOC100565319	ENSACAG00000012814	TRPM4	-
ASU_Acar_G.106	100562131	LOC100562131	ENSACAG00000014564	ABHD13	-
ASU_Acar_G.1060	100565281	LOC100565281	-	-	-
ASU_Acar_G.10600	100554884	LOC100554884	-	-	-
ASU_Acar_G.10601	100561890	LOC100561890	ENSACAG00000001121	GJD4	-
ASU_Acar_G.10602	100554688	LOC100554688	ENSACAG00000013407	TMEM106B	-
ASU_Acar_G.10603	100557898	LOC100557898	ENSACAG00000012228	C19orf81	-
ASU_Acar_G.10604	100562367	LOC100562367	ENSACAG00000011641	-	-
ASU_Acar_G.10605	100564198	LOC100564198	-	-	-
ASU_Acar_G.10606	100566499	LOC100566499	ENSACAG00000028153	-	-
ASU_Acar_G.10607	100562824	LOC100562824	ENSACAG00000013647	CNTNAP2	-
ASU_Acar_G.10608	100555999	golga4	ENSACAG00000009896	GOLGA4	-
ASU_Acar_G.10609	100565048	LOC100565048	ENSACAG00000015854	GTPBP10	-
ASU_Acar_G.1061	100563713	LOC100563713	ENSACAG00000003589	CCDC104	-
ASU_Acar_G.10610	100565835	myo3a	ENSACAG00000008363	MYO3A	-
ASU_Acar_G.10611	100557564	LOC100557564	ENSACAG00000012579	AGR3	-
ASU_Acar_G.10612	100556714	LOC100556714	ENSACAG00000011691	REEP1	-
ASU_Acar_G.10613	-	-	-	-	reversion-inducing cysteine-rich protein with kazal motifs-like
ASU_Acar_G.10614	100552594	LOC100552594	ENSACAG00000005593	CACNB2	-
ASU_Acar_G.10615	100566369	krit1	ENSACAG00000015550	KRIT1	-
ASU_Acar_G.10616	100552992	LOC100552992	ENSACAG00000012961	ASNS	-
ASU_Acar_G.10617	100553577	LOC100553577	ENSACAG00000002337	PRKAG2	-
ASU_Acar_G.10618	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.10619	100565908	LOC100565908	ENSACAG00000027821	-	-
ASU_Acar_G.1062	100563770	eml5	ENSACAG00000024167	-	-
ASU_Acar_G.10620	100559989	LOC100559989	ENSACAG00000023598	SCN11A	-
ASU_Acar_G.10621	100563935	LOC100563935	ENSACAG00000006108	PHOSPHO1	-
ASU_Acar_G.10622	100566429	LOC100566429	ENSACAG00000008581	PRTFDC1	-
ASU_Acar_G.10623	100553648	LOC100553648	ENSACAG00000006830	C18orf21	-
ASU_Acar_G.10624	100553518	LOC100553518	ENSACAG00000013472	VAT1	-
ASU_Acar_G.10625	100561450	LOC100561450	ENSACAG00000013524	RPL27	-
ASU_Acar_G.10626	100560782	LOC100560782	ENSACAG00000013993	ASB4	-
ASU_Acar_G.10627	100557430	nom1	ENSACAG00000011192	NOM1	-
ASU_Acar_G.10628	100560660	LOC100560660	-	-	-
ASU_Acar_G.10629	100566497	LOC100566497	-	-	-
ASU_Acar_G.1063	100565351	LOC100565351	-	-	-
ASU_Acar_G.10630	100560065	LOC100560065	ENSACAG00000013246	DFNA5	-
ASU_Acar_G.10631	-	-	-	-	signal transducer and activator of transcription 3 isoform 1
ASU_Acar_G.10632	-	-	-	-	-
ASU_Acar_G.10633	100561374	LOC100561374	ENSACAG00000014705	DLX6	-
ASU_Acar_G.10634	-	-	-	-	PREDICTED: hypothetical protein
ASU_Acar_G.10635	100564927	LOC100564927	ENSACAG00000005130	DLX3	-
ASU_Acar_G.10636	100564329	LOC100564329	ENSACAG00000004797	PHB	-
ASU_Acar_G.10637	-	-	-	-	PREDICTED: hypothetical protein LOC100556889
ASU_Acar_G.10638	-	-	-	-	retrotransposable element tf2 155 kda protein type 1-like
ASU_Acar_G.10639	100560188	casd1	ENSACAG00000013610	CASD1	-
ASU_Acar_G.1064	100565484	LOC100565484	ENSACAG00000011793	WISP3	-
ASU_Acar_G.10640	100554691	LOC100554691	ENSACAG00000013234	PCGF2	-
ASU_Acar_G.10641	100561571	LOC100561571	ENSACAG00000014717	DLX5	-
ASU_Acar_G.10642	100565314	LOC100565314	ENSACAG00000012199	SNX13	-
ASU_Acar_G.10643	100563736	LOC100563736	ENSACAG00000017306	SLC25A39	-
ASU_Acar_G.10644	100559470	LOC100559470	ENSACAG00000002806	METTL6	-
ASU_Acar_G.10645	-	-	-	-	b-cell antigen receptor complex-associated protein beta chain isoform 1
ASU_Acar_G.10646	-	-	ENSACAG00000001230	ASCC2	-
ASU_Acar_G.10647	100566620	LOC100566620	ENSACAG00000008656	-	-
ASU_Acar_G.10648	-	-	-	-	zinc finger protein 135-like
ASU_Acar_G.10649	100564257	arhgap12	ENSACAG00000007253	ARHGAP12	-
ASU_Acar_G.1065	100558840	LOC100558840	ENSACAG00000014404	MDN1	-
ASU_Acar_G.10650	100554431	kbtbd2	ENSACAG00000009449	KBTBD2	-
ASU_Acar_G.10651	100566308	LOC100566308	ENSACAG00000008129	-	-
ASU_Acar_G.10652	-	-	-	-	-
ASU_Acar_G.10653	100556909	LOC100556909	ENSACAG00000025298	MRPL35	-
ASU_Acar_G.10654	100566112	LOC100566112	ENSACAG00000013327	-	-
